drug_name,num_prescriber,total_cost
PATADAY,1,2405
AGGRENOX,1,2403
METOPROLOL SUCCINATE,1,2400
ACETAMINOPHEN-CODEINE,1,2397
MONTELUKAST SODIUM,1,2396
OMEGA-3 ACID ETHYL ESTERS,1,2395
SERTRALINE HCL,1,2394
KLOR-CON M20,1,2392
METRONIDAZOLE,1,2385
OXYCODONE-ACETAMINOPHEN,1,2384
LOSARTAN POTASSIUM,1,2384
FENOFIBRATE,1,2383
OMEPRAZOLE,1,2382
FENOFIBRATE,3,2382
SYNTHROID,1,2381
PIOGLITAZONE HCL,1,2380
FINASTERIDE,1,2379
BACLOFEN,1,2379
FLUOXETINE HCL,1,2375
ZOLPIDEM TARTRATE,1,2373
WARFARIN SODIUM,1,2372
ATENOLOL,3,2372
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2371
BYSTOLIC,1,2370
ATORVASTATIN CALCIUM,1,2368
DILTIAZEM 24HR CD,1,2368
PROAIR HFA,1,2368
BENICAR HCT,1,2366
CLOPIDOGREL,1,2365
BENAZEPRIL HCL,1,2362
METOPROLOL SUCCINATE,1,2362
BROMFENAC SODIUM,1,2359
TAMSULOSIN HCL,1,2356
METOPROLOL SUCCINATE,1,2355
SYNTHROID,1,2352
TOLTERODINE TARTRATE ER,1,2352
METFORMIN HCL,1,2349
LABETALOL HCL,1,2349
CARBAMAZEPINE,1,2349
CELECOXIB,1,2348
PLAVIX,1,2348
TOPROL XL,1,2348
LISINOPRIL,1,2348
LEVOTHYROXINE SODIUM,1,2346
GABAPENTIN,1,2345
TOPROL XL,1,2345
COLCRYS,1,2345
ESTRADIOL,1,2344
FUROSEMIDE,1,2342
DULOXETINE HCL,1,2341
METFORMIN HCL ER,1,2341
CRESTOR,1,2337
ISOSORBIDE MONONITRATE ER,1,2336
FLUTICASONE PROPIONATE,1,2336
ALLOPURINOL,1,2335
FENOFIBRATE,2,2334
AVODART,1,2333
VALSARTAN,1,2333
BIDIL,1,2333
AVODART,1,2332
DULOXETINE HCL,1,2330
TRAMADOL HCL,1,2330
EPLERENONE,1,2330
TAMSULOSIN HCL,1,2329
CLOPIDOGREL,1,2328
QVAR,1,2327
POTASSIUM CITRATE ER,1,2324
GABAPENTIN,1,2324
DILATRATE-SR,1,2323
DIVALPROEX SODIUM,1,2323
METOPROLOL SUCCINATE,1,2322
CELECOXIB,1,2321
ZIPRASIDONE HCL,1,2320
VOLTAREN,1,2320
ECONAZOLE NITRATE,1,2319
LEVOTHYROXINE SODIUM,1,2318
OMEPRAZOLE,1,2317
ACETAMINOPHEN-CODEINE,1,2314
CITALOPRAM HBR,1,2314
METOPROLOL SUCCINATE,1,2313
TEGRETOL,1,2311
OXYCODONE-ACETAMINOPHEN,1,2311
METHYLPREDNISOLONE,1,2310
CLOZAPINE,1,2310
MEMANTINE HCL,1,2310
DESMOPRESSIN ACETATE,1,2310
TAMSULOSIN HCL,1,2309
VIIBRYD,1,2306
FENTANYL,1,2306
ZOLPIDEM TARTRATE ER,1,2305
FENOFIBRIC ACID,1,2303
CITALOPRAM HBR,1,2302
BYSTOLIC,2,2299
CARTIA XT,1,2297
AMLODIPINE-VALSARTAN,1,2296
AMLODIPINE BESYLATE,1,2295
BENICAR,1,2289
ISOSORBIDE MONONITRATE ER,1,2289
PROAIR HFA,1,2288
VENLAFAXINE HCL ER,1,2288
CARVEDILOL,1,2285
DANTROLENE SODIUM,1,2281
XARELTO,3,2280
ISOSORBIDE DINITRATE,1,2278
COLCRYS,1,2277
CEVIMELINE HCL,1,2277
SIMVASTATIN,1,2275
SIMVASTATIN,1,2275
NASONEX,1,2275
OXYCODONE HCL,1,2275
OXYMORPHONE HCL ER,1,2274
QVAR,1,2273
BRIMONIDINE TARTRATE,1,2273
SERTRALINE HCL,1,2272
NYSTATIN-TRIAMCINOLONE,1,2271
AMLODIPINE BESYLATE,3,2270
PIOGLITAZONE HCL,1,2269
OXYBUTYNIN CHLORIDE,1,2266
SIMVASTATIN,1,2264
BACLOFEN,1,2261
RANITIDINE HCL,1,2260
NOVOLIN 70-30,1,2258
RAMIPRIL,2,2258
LISINOPRIL,1,2255
TERBUTALINE SULFATE,1,2255
FENTANYL,1,2249
FINASTERIDE,1,2249
OMEGA-3 ACID ETHYL ESTERS,1,2245
LACTULOSE,1,2245
TAMOXIFEN CITRATE,1,2243
MIRTAZAPINE,1,2240
MONTELUKAST SODIUM,1,2239
HYDROXYCHLOROQUINE SULFATE,1,2237
FENOFIBRATE,3,2237
NYSTATIN-TRIAMCINOLONE,1,2236
ESOMEPRAZOLE MAGNESIUM,1,2236
KLOR-CON M20,1,2235
METOPROLOL SUCCINATE,1,2232
LOSARTAN POTASSIUM,1,2232
HYDROCODONE-ACETAMINOPHEN,1,2232
FLUTICASONE PROPIONATE,1,2230
FENOFIBRATE,1,2230
VALSARTAN,1,2229
LOSARTAN POTASSIUM,1,2227
KLOR-CON M10,1,2225
ATORVASTATIN CALCIUM,1,2225
FAMOTIDINE,1,2224
BD ULTRA-FINE PEN NEEDLE,1,2224
LEXAPRO,1,2223
ALVESCO,1,2222
POTASSIUM CHLORIDE,1,2218
PRAVASTATIN SODIUM,1,2209
DULOXETINE HCL,1,2207
VENTOLIN HFA,1,2204
LORAZEPAM,1,2204
LISINOPRIL,1,2198
POTASSIUM CHLORIDE,1,2198
CITALOPRAM HBR,1,2197
CELECOXIB,1,2197
HYDROXYCHLOROQUINE SULFATE,1,2195
BD ULTRA-FINE PEN NEEDLE,1,2195
ISOSORBIDE DINITRATE,1,2195
HYDROCORTISONE,1,2194
LOSARTAN POTASSIUM,1,2193
FENOFIBRIC ACID,1,2190
DEPAKOTE,1,2190
SIMVASTATIN,1,2186
ZIPRASIDONE HCL,1,2182
PROAIR HFA,1,2181
PROCTOZONE-HC,1,2180
CARBIDOPA-LEVODOPA,1,2178
PHENYTOIN SODIUM EXTENDED,1,2177
NATEGLINIDE,1,2176
OMEGA-3 ACID ETHYL ESTERS,1,2175
DILTIAZEM 24HR ER,1,2175
GLIMEPIRIDE,1,2175
AMLODIPINE BESYLATE-BENAZEPRIL,1,2174
POLYETHYLENE GLYCOL 3350,1,2174
CEFDINIR,1,2170
THIOTHIXENE,1,2169
MONTELUKAST SODIUM,1,2169
FLUOROURACIL,1,2167
DONEPEZIL HCL,1,2167
PARICALCITOL,1,2167
PROAIR HFA,1,2166
AZITHROMYCIN,1,2165
GABAPENTIN,1,2164
ALLOPURINOL,1,2164
BD ULTRA-FINE PEN NEEDLE,1,2163
OXYCODONE-ACETAMINOPHEN,1,2161
FAMOTIDINE,1,2160
PROVENTIL HFA,1,2159
ULTICARE,1,2158
LISINOPRIL,1,2156
CELECOXIB,1,2156
GABAPENTIN,1,2155
GALANTAMINE HBR,1,2154
HUMULIN 70-30,1,2152
DOXYCYCLINE HYCLATE,1,2149
CARVEDILOL,1,2147
CAPTOPRIL,1,2147
ALLOPURINOL,1,2146
FLUOCINONIDE,1,2145
PLAVIX,1,2143
DILTIAZEM 24HR ER,1,2142
PROPYLTHIOURACIL,1,2141
ISOSORBIDE MONONITRATE ER,1,2140
HYDROCODONE-ACETAMINOPHEN,1,2139
LISINOPRIL,1,2135
DETROL LA,1,2135
OMEGA-3 ACID ETHYL ESTERS,1,2135
DIOVAN,1,2134
CYPROHEPTADINE HCL,1,2133
DOXYCYCLINE HYCLATE,1,2133
ENDOCET,1,2127
PROAIR HFA,1,2127
AMLODIPINE BESYLATE-BENAZEPRIL,1,2127
ELIQUIS,1,2126
LEVOTHYROXINE SODIUM,1,2125
CARVEDILOL,1,2125
METFORMIN HCL,1,2123
PANTOPRAZOLE SODIUM,1,2123
CYCLOBENZAPRINE HCL,1,2122
GALANTAMINE HBR,1,2121
SIMVASTATIN,1,2119
METOPROLOL TARTRATE,3,2116
HYZAAR,1,2114
BICALUTAMIDE,1,2110
SPIRONOLACTONE,1,2108
NISOLDIPINE,1,2106
CLONIDINE,1,2105
PRAVASTATIN SODIUM,1,2103
PANTOPRAZOLE SODIUM,2,2103
BUMETANIDE,1,2101
ONDANSETRON ODT,1,2098
PROAIR HFA,1,2098
PLAVIX,1,2097
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2096
CLONIDINE,1,2094
OXYCONTIN,1,2093
GABAPENTIN,1,2092
METOPROLOL SUCCINATE,1,2091
NADOLOL,1,2091
PHENYTOIN SODIUM EXTENDED,1,2090
TIMOLOL MALEATE,1,2090
TRICOR,1,2090
RISEDRONATE SODIUM,1,2090
FENOFIBRATE,1,2088
DIGOX,1,2087
LEVOTHYROXINE SODIUM,1,2087
PROAIR HFA,1,2083
PRAVACHOL,1,2083
TERBUTALINE SULFATE,1,2082
LISINOPRIL,1,2081
MORPHINE SULFATE ER,1,2076
DORZOLAMIDE-TIMOLOL,1,2075
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2074
PANTOPRAZOLE SODIUM,1,2070
FENOFIBRATE,2,2069
INSULIN SYRINGE,1,2068
CELECOXIB,1,2065
NATEGLINIDE,1,2062
GABAPENTIN,1,2062
CEFTRIAXONE,1,2059
PULMICORT FLEXHALER,1,2058
OXYCODONE-ACETAMINOPHEN,1,2058
LORAZEPAM,1,2057
BREO ELLIPTA,1,2052
QVAR,1,2052
KLOR-CON 10,1,2052
HUMULIN 70-30,1,2050
MELOXICAM,1,2049
BRILINTA,1,2047
ALLOPURINOL,1,2046
TRAMADOL HCL,1,2041
CARTIA XT,1,2041
DIGOX,1,2040
PRAVASTATIN SODIUM,1,2039
HYDROCHLOROTHIAZIDE,3,2038
OMEPRAZOLE,1,2036
POTASSIUM CHLORIDE,1,2035
PANTOPRAZOLE SODIUM,1,2034
PROAIR HFA,1,2034
POTASSIUM CHLORIDE,1,2033
NOVOLIN 70-30,1,2032
OMEPRAZOLE,1,2032
LEVETIRACETAM,1,2028
BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,2028
METOPROLOL TARTRATE,1,2027
PREMARIN,1,2025
METOPROLOL SUCCINATE,1,2024
RALOXIFENE HCL,1,2024
TOLTERODINE TARTRATE ER,1,2023
FENOFIBRATE,2,2022
ANASTROZOLE,1,2020
MONTELUKAST SODIUM,1,2016
FENOFIBRATE,5,2015
PIPERACILLIN-TAZOBACTAM,1,2013
HYDROCODONE-ACETAMINOPHEN,1,2011
METRONIDAZOLE,1,2011
SIMVASTATIN,1,2010
LOSARTAN POTASSIUM,1,2010
TRIAMTERENE-HYDROCHLOROTHIAZID,1,2010
FLUTICASONE PROPIONATE,1,2010
OMEPRAZOLE,1,2008
CARBIDOPA-LEVODOPA,1,2004
CELECOXIB,1,2003
HYDROCORTISONE VALERATE,1,2002
MECLIZINE HCL,1,2000
QUETIAPINE FUMARATE,1,2000
CLOPIDOGREL,1,1999
VALSARTAN,1,1998
PAROXETINE HCL,1,1998
OLANZAPINE,1,1996
ELIQUIS,1,1995
OMEGA-3 ACID ETHYL ESTERS,1,1992
SIMVASTATIN,1,1992
OMEPRAZOLE,1,1992
LISINOPRIL,1,1991
AMLODIPINE BESYLATE,1,1991
NYSTATIN,1,1991
METFORMIN HCL,1,1989
DIOVAN,1,1989
ATORVASTATIN CALCIUM,1,1988
GABAPENTIN,1,1987
NIFEDIPINE ER,1,1986
CARVEDILOL,1,1986
PAROXETINE HCL,1,1984
BYSTOLIC,1,1980
RANITIDINE HCL,1,1980
SIMVASTATIN,1,1980
GLIPIZIDE-METFORMIN,1,1980
PROPRANOLOL HCL ER,1,1979
OLANZAPINE ODT,1,1978
METRONIDAZOLE,1,1977
CELECOXIB,1,1975
HYDROCODONE-ACETAMINOPHEN,1,1973
DONEPEZIL HCL,1,1972
ALPRAZOLAM,1,1964
KETOCONAZOLE,1,1964
NOVOLIN N,1,1964
PROCTOZONE-HC,1,1964
AVODART,1,1960
VENTOLIN HFA,1,1959
FENOFIBRATE,3,1957
ALLOPURINOL,1,1957
HYDROCODONE-ACETAMINOPHEN,1,1955
QUETIAPINE FUMARATE,1,1950
KETOROLAC TROMETHAMINE,1,1949
ALLOPURINOL,1,1946
TRAMADOL HCL,1,1945
OXYCODONE HCL,1,1944
NIFEDIPINE ER,1,1941
DIGOXIN,1,1940
ATORVASTATIN CALCIUM,1,1938
CALCITONIN-SALMON,1,1937
PRAVASTATIN SODIUM,1,1936
CHLORTHALIDONE,1,1934
NYSTOP,1,1933
METOPROLOL SUCCINATE,1,1927
FENOFIBRATE,2,1927
ATORVASTATIN CALCIUM,1,1926
MELOXICAM,1,1924
TAMIFLU,1,1923
TAMSULOSIN HCL,1,1922
PIOGLITAZONE HCL,1,1921
ATORVASTATIN CALCIUM,1,1920
AMLODIPINE BESYLATE-BENAZEPRIL,1,1919
COUMADIN,1,1917
TIZANIDINE HCL,1,1916
ALENDRONATE SODIUM,1,1915
POTASSIUM CHLORIDE,1,1915
NOVOLIN R,1,1914
OFLOXACIN,1,1913
ISOSORBIDE DINITRATE,1,1910
TAMIFLU,1,1910
LEVOTHYROXINE SODIUM,1,1908
BUPROPION XL,1,1907
PROAIR HFA,1,1906
KLOR-CON M20,1,1905
CLOPIDOGREL,1,1903
VERAPAMIL ER,1,1902
ATORVASTATIN CALCIUM,1,1900
POLYETHYLENE GLYCOL 3350,1,1900
DEXTROAMPHETAMINE-AMPHETAMINE,1,1900
NORTRIPTYLINE HCL,1,1898
ALLOPURINOL,1,1897
AMLODIPINE BESYLATE,1,1897
TIMOLOL MALEATE,1,1897
METOPROLOL TARTRATE,1,1895
CICLOPIROX,1,1892
DIPHENOXYLATE-ATROPINE,1,1892
WARFARIN SODIUM,2,1891
AVODART,1,1889
MELOXICAM,1,1889
BENZTROPINE MESYLATE,1,1889
PATADAY,1,1889
POTASSIUM CHLORIDE,1,1886
TAMSULOSIN HCL,1,1883
PAROXETINE HCL,1,1882
AVODART,1,1882
PHENYTOIN SODIUM EXTENDED,1,1878
TRAVATAN Z,1,1876
ISOSORBIDE DINITRATE,1,1876
IBANDRONATE SODIUM,1,1875
NYSTATIN,1,1873
FLUOCINOLONE ACETONIDE,1,1870
BACLOFEN,1,1870
DIGOXIN,3,1870
BENZTROPINE MESYLATE,1,1869
BICALUTAMIDE,1,1869
ALENDRONATE SODIUM,1,1868
VOLTAREN,1,1867
CANDESARTAN CILEXETIL,1,1867
VERAPAMIL ER,1,1866
FINASTERIDE,1,1866
HYDROCODONE-ACETAMINOPHEN,1,1865
DIVALPROEX SODIUM,1,1861
HYDROXYZINE HCL,1,1861
METHENAMINE HIPPURATE,1,1860
SERTRALINE HCL,1,1860
LISINOPRIL,1,1857
LISINOPRIL,1,1853
BD ULTRA-FINE PEN NEEDLE,1,1852
CLOPIDOGREL,1,1851
QVAR,1,1851
NITROFURANTOIN MONO-MACRO,1,1851
MONTELUKAST SODIUM,1,1849
CHOLESTYRAMINE,1,1849
METFORMIN HCL ER,1,1849
CLONAZEPAM,1,1849
DIVALPROEX SODIUM,1,1846
HYDROCORTISONE VALERATE,1,1845
DILTIAZEM 24HR ER,1,1844
ISOSORBIDE MONONITRATE ER,1,1843
METOPROLOL SUCCINATE,1,1842
LEVOTHYROXINE SODIUM,1,1842
LORAZEPAM,1,1840
DIGOX,1,1840
LOVASTATIN,1,1837
PROPYLTHIOURACIL,1,1835
LOSARTAN POTASSIUM,1,1835
DIVALPROEX SODIUM ER,1,1834
CILOSTAZOL,1,1831
CYCLOSPORINE MODIFIED,1,1830
BUPROPION HCL SR,1,1828
EDARBI,1,1827
VALSARTAN,1,1826
CELECOXIB,1,1824
BYSTOLIC,1,1821
FUROSEMIDE,1,1818
TRAMADOL HCL,1,1818
LEVOTHYROXINE SODIUM,1,1814
NITROFURANTOIN MONO-MACRO,1,1811
PREMPRO,1,1810
OXYBUTYNIN CHLORIDE ER,1,1809
BD ULTRA-FINE PEN NEEDLE,1,1808
VENTOLIN HFA,1,1808
MORPHINE SULFATE,1,1808
GABAPENTIN,1,1807
LISINOPRIL,1,1807
TROSPIUM CHLORIDE,1,1807
DILTIAZEM ER,1,1806
NOVOLIN R,1,1806
NAMENDA XR,1,1805
BUTALBITAL-ACETAMINOPHEN-CAFFE,1,1804
SIMVASTATIN,1,1804
LISINOPRIL,1,1803
BUMETANIDE,1,1803
NOVOLIN 70-30,1,1800
CELECOXIB,1,1800
METOLAZONE,1,1798
DUREZOL,1,1796
MONTELUKAST SODIUM,1,1795
CARTIA XT,1,1795
PREMPRO,1,1795
METOPROLOL TARTRATE,1,1794
METFORMIN HCL,1,1794
DIGOXIN,1,1792
DEXTROAMPHETAMINE-AMPHET ER,1,1789
AMLODIPINE BESYLATE,1,1788
CARVEDILOL,1,1788
HYDROCODONE-ACETAMINOPHEN,1,1786
CARAFATE,1,1785
DEXTROAMPHETAMINE-AMPHET ER,1,1784
DORZOLAMIDE-TIMOLOL,1,1782
ESZOPICLONE,1,1781
NIFEDIPINE ER,1,1778
HYDROCODONE-ACETAMINOPHEN,1,1777
PIOGLITAZONE HCL,1,1776
AMLODIPINE-VALSARTAN,1,1775
TRIAMTERENE-HYDROCHLOROTHIAZID,1,1774
DIVALPROEX SODIUM,1,1772
COLESTIPOL HCL,1,1771
VANCOMYCIN HCL,2,1771
GLIPIZIDE-METFORMIN,1,1771
LISINOPRIL,1,1770
DULOXETINE HCL,1,1769
BENICAR,1,1769
DIGOXIN,1,1768
CELECOXIB,1,1767
ENDOCET,1,1767
CARBIDOPA-LEVODOPA,1,1765
BISOPROLOL FUMARATE,1,1764
VALSARTAN,1,1761
HYDROXYCHLOROQUINE SULFATE,1,1761
CARBAMAZEPINE,1,1761
ALLOPURINOL,1,1759
FUROSEMIDE,3,1758
METFORMIN HCL,1,1758
METOPROLOL SUCCINATE,1,1757
HYDROCHLOROTHIAZIDE,1,1755
DONEPEZIL HCL,1,1755
OMEPRAZOLE,1,1754
BENAZEPRIL HCL,1,1753
CHOLESTYRAMINE,1,1753
DILTIAZEM 24HR CD,1,1753
CEFUROXIME,1,1753
OMEPRAZOLE,1,1750
VENTOLIN HFA,1,1750
BYSTOLIC,1,1749
METOLAZONE,1,1747
METFORMIN HCL ER,1,1746
OLANZAPINE,1,1745
METOLAZONE,1,1745
ISOSORBIDE MONONITRATE ER,1,1744
AMANTADINE,1,1741
IMIQUIMOD,1,1741
METOLAZONE,1,1741
MIDODRINE HCL,1,1739
DULOXETINE HCL,1,1735
DOXAZOSIN MESYLATE,1,1733
FLUTICASONE PROPIONATE,1,1731
AMIODARONE HCL,1,1729
DEXTROAMPHETAMINE-AMPHETAMINE,1,1728
ALCOHOL PREP PADS,1,1728
LISINOPRIL,1,1728
OMEPRAZOLE,1,1726
DEXTROAMPHETAMINE-AMPHETAMINE,1,1726
POTASSIUM CHLORIDE,1,1726
CARVEDILOL,1,1726
DOXYCYCLINE HYCLATE,1,1726
CEFEPIME HCL,1,1725
ZOLPIDEM TARTRATE,1,1725
TIZANIDINE HCL,1,1724
FLUOXETINE HCL,1,1723
AMLODIPINE-ATORVASTATIN,1,1723
SIMVASTATIN,1,1722
MIRTAZAPINE,1,1722
OXYBUTYNIN CHLORIDE ER,1,1720
BUPROPION HCL,1,1720
HYDROCODONE-ACETAMINOPHEN,1,1718
POTASSIUM CITRATE ER,1,1718
CYCLOBENZAPRINE HCL,1,1718
QUETIAPINE FUMARATE,1,1714
METFORMIN HCL,1,1714
TORSEMIDE,1,1712
ENALAPRIL MALEATE,2,1711
TRAVATAN Z,1,1710
ENOXAPARIN SODIUM,1,1708
METFORMIN HCL,1,1707
PRAVASTATIN SODIUM,1,1707
PAROXETINE HCL,1,1706
ZIPRASIDONE HCL,1,1706
METHYLPHENIDATE HCL,1,1706
METFORMIN HCL,1,1705
BACLOFEN,1,1705
WARFARIN SODIUM,1,1705
MECLIZINE HCL,1,1704
PAROXETINE HCL,1,1701
DILTIAZEM 24HR ER,1,1699
NIFEDIPINE ER,1,1699
METFORMIN HCL,1,1699
TRIAMCINOLONE ACETONIDE,1,1698
CLORAZEPATE DIPOTASSIUM,1,1698
OXYBUTYNIN CHLORIDE,1,1698
GABAPENTIN,1,1695
CEFUROXIME,1,1694
COLESTIPOL HCL,1,1694
AMLODIPINE BESYLATE,1,1692
ZAFIRLUKAST,1,1692
CARVEDILOL,1,1691
ATENOLOL,1,1689
NYSTOP,1,1688
VIVELLE-DOT,1,1687
OXAZEPAM,1,1687
PIPERACILLIN-TAZOBACTAM,1,1686
PRAVASTATIN SODIUM,1,1686
ENALAPRIL MALEATE,1,1685
ALBUTEROL SULFATE,1,1685
ZIPRASIDONE HCL,1,1685
METOPROLOL SUCCINATE,1,1684
SODIUM BICARBONATE,1,1683
CARVEDILOL,1,1683
VENLAFAXINE HCL ER,1,1682
DILANTIN,1,1681
AMLODIPINE BESYLATE,1,1680
MIRTAZAPINE,1,1680
NIFEDIPINE ER,1,1680
LISINOPRIL,1,1678
OXYBUTYNIN CHLORIDE,1,1678
CLONIDINE,1,1678
FELODIPINE ER,1,1674
FLUVOXAMINE MALEATE,1,1674
FENOFIBRATE,1,1672
FAMOTIDINE,1,1672
ALLOPURINOL,2,1671
CYCLOBENZAPRINE HCL,1,1670
BRIMONIDINE TARTRATE,1,1670
NIFEDIPINE ER,1,1669
XOPENEX HFA,1,1668
VOLTAREN,1,1668
AMLODIPINE BESYLATE,1,1667
LACTULOSE,1,1667
CELECOXIB,1,1666
BUPROPION XL,1,1666
FLUOROURACIL,1,1665
VALSARTAN,1,1664
OLANZAPINE ODT,1,1663
DILTIAZEM 24HR ER,1,1663
DICLOFENAC SODIUM,1,1662
METOPROLOL SUCCINATE,1,1660
TAMSULOSIN HCL,1,1660
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,1657
METFORMIN HCL,1,1657
DIVALPROEX SODIUM ER,1,1657
CARVEDILOL,1,1656
ATENOLOL,1,1656
FLUOXETINE HCL,1,1655
VICODIN,1,1654
IBUPROFEN,1,1654
METOPROLOL SUCCINATE,1,1651
LOSARTAN-HYDROCHLOROTHIAZIDE,3,1651
VALSARTAN,1,1651
CARVEDILOL,1,1649
CARVEDILOL,1,1648
LISINOPRIL,1,1647
MIRTAZAPINE,1,1646
HYDROCHLOROTHIAZIDE,1,1645
HYDROCODONE-ACETAMINOPHEN,1,1643
DULOXETINE HCL,1,1641
TAMSULOSIN HCL,1,1641
FENOFIBRATE,1,1641
COUMADIN,1,1640
HUMULIN R,1,1640
SIMVASTATIN,3,1639
ALPHAGAN P,1,1638
ENALAPRIL MALEATE,1,1635
ATORVASTATIN CALCIUM,1,1634
BUPROPION HCL SR,1,1632
QUETIAPINE FUMARATE,1,1630
DILTIAZEM ER,1,1628
ZOLPIDEM TARTRATE,1,1627
AMLODIPINE BESYLATE,1,1626
ZOLPIDEM TARTRATE,1,1626
DIAZEPAM,1,1623
SIMVASTATIN,1,1621
LISINOPRIL,1,1621
LOSARTAN POTASSIUM,1,1620
BUMETANIDE,1,1618
METFORMIN HCL,1,1618
FINASTERIDE,1,1618
POTASSIUM CHLORIDE,1,1617
FLUTICASONE PROPIONATE,1,1617
OMEPRAZOLE,1,1616
VENLAFAXINE HCL ER,1,1615
NIFEDIPINE ER,1,1615
BACLOFEN,1,1614
DULOXETINE HCL,1,1614
BUMETANIDE,1,1613
PANTOPRAZOLE SODIUM,1,1611
SYNTHROID,1,1611
FLUCONAZOLE,1,1611
TAMSULOSIN HCL,1,1610
LEVOTHYROXINE SODIUM,1,1609
HYDROCODONE-ACETAMINOPHEN,1,1608
PROAIR HFA,1,1608
METHOCARBAMOL,1,1606
CALCITONIN-SALMON,1,1603
LIOTHYRONINE SODIUM,1,1602
FENTANYL,1,1602
NOVOLIN R,1,1601
VALSARTAN-HYDROCHLOROTHIAZIDE,1,1601
ALPRAZOLAM,1,1600
METHADONE HCL,1,1599
DILTIAZEM 24HR ER,1,1599
FLUTICASONE PROPIONATE,1,1598
METOPROLOL SUCCINATE,1,1597
PANTOPRAZOLE SODIUM,1,1597
HYDROCODONE-ACETAMINOPHEN,1,1596
RAMIPRIL,1,1596
CARBAMAZEPINE,1,1595
METRONIDAZOLE,1,1593
DONEPEZIL HCL ODT,1,1590
OXYBUTYNIN CHLORIDE,1,1590
HYDROCHLOROTHIAZIDE,1,1588
ALLOPURINOL,1,1586
TESTOSTERONE CYPIONATE,1,1586
VALSARTAN,1,1585
POTASSIUM CHLORIDE,1,1584
LEVOTHYROXINE SODIUM,1,1584
CYCLOBENZAPRINE HCL,1,1582
VALSARTAN-HYDROCHLOROTHIAZIDE,1,1582
COLCRYS,1,1580
GABAPENTIN,1,1580
PHENYTOIN SODIUM EXTENDED,1,1579
CLOPIDOGREL,1,1577
BD ULTRA-FINE PEN NEEDLE,1,1577
CYCLOBENZAPRINE HCL,1,1576
TOBRAMYCIN-DEXAMETHASONE,1,1576
HYDROCODONE-ACETAMINOPHEN,1,1575
METRONIDAZOLE,1,1572
DOXYCYCLINE HYCLATE,1,1572
ENALAPRIL MALEATE,1,1571
FLUTICASONE PROPIONATE,1,1571
MONTELUKAST SODIUM,1,1571
THEOPHYLLINE,1,1570
ATORVASTATIN CALCIUM,1,1568
LOSARTAN POTASSIUM,1,1568
ATENOLOL,1,1568
HYDROCORTISONE,1,1565
PANTOPRAZOLE SODIUM,1,1565
MEMANTINE HCL,1,1565
IBANDRONATE SODIUM,1,1564
ZONISAMIDE,1,1564
METOLAZONE,2,1564
DONEPEZIL HCL,1,1564
RISPERIDONE,1,1564
ATORVASTATIN CALCIUM,1,1563
XOPENEX HFA,1,1562
OMEPRAZOLE,1,1562
OMEPRAZOLE,1,1561
WARFARIN SODIUM,1,1561
NIFEDIPINE ER,1,1561
FENOFIBRATE,1,1560
FENOFIBRATE,1,1560
BACLOFEN,1,1560
MINOCYCLINE HCL,1,1560
LEVOTHYROXINE SODIUM,1,1559
ZIPRASIDONE HCL,1,1559
VOLTAREN,1,1557
SIMVASTATIN,1,1556
ATORVASTATIN CALCIUM,1,1556
LAMOTRIGINE,1,1556
PREMARIN,1,1556
ISOSORBIDE DINITRATE,1,1554
METOLAZONE,1,1552
GLIPIZIDE-METFORMIN,1,1551
CELECOXIB,1,1550
OXYBUTYNIN CHLORIDE,1,1549
HYDRALAZINE HCL,1,1548
DIPHENOXYLATE-ATROPINE,1,1548
TAMSULOSIN HCL,1,1548
SPIRONOLACTONE-HCTZ,1,1547
CLOPIDOGREL,1,1547
ISOSORBIDE MONONITRATE ER,1,1547
METRONIDAZOLE,1,1545
SIMVASTATIN,1,1545
METRONIDAZOLE,1,1545
CLOTRIMAZOLE-BETAMETHASONE,1,1544
IRBESARTAN,1,1544
PREMARIN,1,1544
METFORMIN HCL,1,1544
DONEPEZIL HCL,1,1543
LEVOTHYROXINE SODIUM,1,1541
NOVOLIN R,1,1541
MIDODRINE HCL,1,1541
MORPHINE SULFATE ER,1,1541
DOXYCYCLINE HYCLATE,1,1541
TAMSULOSIN HCL,1,1539
FENOFIBRATE,2,1537
DOXYCYCLINE HYCLATE,1,1534
AZATHIOPRINE,1,1534
DIPHENOXYLATE-ATROPINE,1,1533
PREDNISOLONE ACETATE,1,1533
FENOFIBRATE,1,1532
PREVALITE,1,1532
SIMVASTATIN,1,1532
QUETIAPINE FUMARATE,1,1531
HYDROXYCHLOROQUINE SULFATE,1,1531
VENLAFAXINE HCL,1,1529
GABAPENTIN,1,1528
PYRIDOSTIGMINE BROMIDE,1,1527
SYNTHROID,1,1526
SYNTHROID,1,1526
OXYCODONE-ACETAMINOPHEN,1,1526
LEVOTHYROXINE SODIUM,1,1525
ESZOPICLONE,1,1523
METOPROLOL TARTRATE,1,1523
FENTANYL,1,1523
DOXYCYCLINE HYCLATE,1,1520
CLOPIDOGREL,1,1520
CELECOXIB,1,1520
CARVEDILOL,1,1519
FLUOCINONIDE,1,1518
LOSARTAN POTASSIUM,1,1516
